Category,week_start,weekly_revenue,weekly_units,rolling_4wk_avg_revenue,revenue_vs_prior_4wk,is_partial_week
Kitchen & Dining,2025-04-14,28912.13,2181,30372.81,0.93,False
Kitchen & Dining,2025-04-21,30220.29,2162,30638.99,0.99,False
Kitchen & Dining,2025-04-28,29959.76,2012,30630.37,0.98,False
Kitchen & Dining,2025-05-05,31523.86,2233,30154.01,1.03,False
Kitchen & Dining,2025-05-12,32021.01,2285,30931.23,1.06,False
Kitchen & Dining,2025-05-19,29548.48,2058,30763.28,0.96,False
Kitchen & Dining,2025-05-26,29989.73,2129,30770.77,0.97,False
Kitchen & Dining,2025-06-02,33572.22,2334,31282.86,1.09,False
Kitchen & Dining,2025-06-09,26853.6,1882,29991.01,0.86,False
Kitchen & Dining,2025-06-16,29467.66,2022,29970.8,0.98,False
Kitchen & Dining,2025-06-23,30884.84,2072,30194.58,1.03,False
Kitchen & Dining,2025-06-30,28698.49,2017,28976.15,0.95,False
Kitchen & Dining,2025-07-07,34879.1,2338,30982.52,1.2,False
Kitchen & Dining,2025-07-14,31930.79,2243,31598.31,1.03,False
Kitchen & Dining,2025-07-21,28779.83,2015,31072.05,0.91,False
Kitchen & Dining,2025-07-28,32182.79,2080,31943.13,1.04,False
Kitchen & Dining,2025-08-04,26315.51,1833,29802.23,0.82,False
Kitchen & Dining,2025-08-11,29433.8,2064,29177.98,0.99,False
Kitchen & Dining,2025-08-18,29552.03,1932,29371.03,1.01,False
Kitchen & Dining,2025-08-25,30133.25,2085,28858.65,1.03,False
Kitchen & Dining,2025-09-01,32509.51,2177,30407.15,1.13,False
Kitchen & Dining,2025-09-08,30786.97,1984,30745.44,1.01,False
Kitchen & Dining,2025-09-15,29263.9,2015,30673.41,0.95,False
Kitchen & Dining,2025-09-22,29659.95,2042,30555.08,0.97,False
Kitchen & Dining,2025-09-29,35022.69,2393,31183.38,1.15,False
Kitchen & Dining,2025-10-06,35986.99,2365,32483.38,1.15,False
Kitchen & Dining,2025-10-13,32810.84,2319,33370.12,1.01,False
Kitchen & Dining,2025-10-20,34210.97,2318,34507.87,1.03,False
Kitchen & Dining,2025-10-27,38898.87,2718,35476.92,1.13,False
Kitchen & Dining,2025-11-03,42081.3,2922,37000.49,1.19,False
Kitchen & Dining,2025-11-10,41352.0,2932,39135.79,1.12,False
Kitchen & Dining,2025-11-17,45054.57,3211,41846.69,1.15,False
Kitchen & Dining,2025-11-24,54101.22,3664,45647.27,1.29,False
Kitchen & Dining,2025-12-01,47905.14,3480,47103.23,1.05,False
Kitchen & Dining,2025-12-08,43601.38,3069,47665.58,0.93,False
Kitchen & Dining,2025-12-15,41530.67,2913,46784.6,0.87,False
Kitchen & Dining,2025-12-22,46345.52,3233,44845.68,0.99,False
Kitchen & Dining,2025-12-29,16031.98,1066,36877.39,0.36,True
Personal Care,2024-01-01,17150.62,1342,17150.62,,False
Personal Care,2024-01-08,16182.23,1273,16666.43,0.94,False
Personal Care,2024-01-15,16922.26,1317,16751.7,1.02,False
Personal Care,2024-01-22,17632.44,1368,16971.89,1.05,False
Personal Care,2024-01-29,18054.25,1402,17197.8,1.06,False
Personal Care,2024-02-05,16530.94,1319,17284.97,0.96,False
Personal Care,2024-02-12,19196.06,1501,17853.42,1.11,False
Personal Care,2024-02-19,16398.76,1282,17545.0,0.92,False
Personal Care,2024-02-26,18916.56,1477,17760.58,1.08,False
Personal Care,2024-03-04,18810.62,1465,18330.5,1.06,False
Personal Care,2024-03-11,19603.63,1591,18432.39,1.07,False
Personal Care,2024-03-18,20493.23,1622,19456.01,1.11,False
Personal Care,2024-03-25,20154.46,1520,19765.49,1.04,False
Personal Care,2024-04-01,19510.03,1506,19940.34,0.99,False
Personal Care,2024-04-08,16817.06,1361,19243.7,0.84,False
Personal Care,2024-04-15,18499.89,1477,18745.36,0.96,False
Personal Care,2024-04-22,16567.62,1273,17848.65,0.88,False
Personal Care,2024-04-29,19836.81,1528,17930.34,1.11,False
Personal Care,2024-05-06,20510.57,1615,18853.72,1.14,False
Personal Care,2024-05-13,18559.22,1502,18868.56,0.98,False
Personal Care,2024-05-20,19161.01,1564,19516.9,1.02,False
Personal Care,2024-05-27,18369.81,1556,19150.15,0.94,False
Personal Care,2024-06-03,20341.01,1543,19107.76,1.06,False
Personal Care,2024-06-10,17632.06,1368,18875.97,0.92,False
Personal Care,2024-06-17,19523.85,1525,18966.68,1.03,False
Personal Care,2024-06-24,19350.92,1417,19211.96,1.02,False
Personal Care,2024-07-01,17850.62,1393,18589.36,0.93,False
Personal Care,2024-07-08,19370.03,1519,19023.86,1.04,False
Personal Care,2024-07-15,17984.17,1437,18638.93,0.95,False
Personal Care,2024-07-22,18000.18,1485,18301.25,0.97,False
Personal Care,2024-07-29,18146.79,1438,18375.29,0.99,False
Personal Care,2024-08-05,19177.06,1520,18327.05,1.04,False
Personal Care,2024-08-12,19090.54,1463,18603.64,1.04,False
Personal Care,2024-08-19,21006.41,1588,19355.2,1.13,False
Personal Care,2024-08-26,22829.02,1780,20525.76,1.18,False
Personal Care,2024-09-02,19103.87,1471,20507.46,0.93,False
Personal Care,2024-09-09,19547.62,1538,20621.73,0.95,False
Personal Care,2024-09-16,18631.27,1511,20027.95,0.9,False
Personal Care,2024-09-23,18484.88,1449,18941.91,0.92,False
Personal Care,2024-09-30,20758.19,1571,19355.49,1.1,False
Personal Care,2024-10-07,22705.28,1737,20144.91,1.17,False
Personal Care,2024-10-14,19168.34,1535,20279.17,0.95,False
Personal Care,2024-10-21,22061.21,1753,21173.25,1.09,False
Personal Care,2024-10-28,19082.35,1520,20754.3,0.9,False
Personal Care,2024-11-04,19899.5,1529,20052.85,0.96,False
Personal Care,2024-11-11,20328.77,1612,20342.96,1.01,False
Personal Care,2024-11-18,19719.09,1601,19757.43,0.97,False
Personal Care,2024-11-25,21684.93,1791,20408.07,1.1,False
Personal Care,2024-12-02,22668.78,1796,21100.39,1.11,False
Personal Care,2024-12-09,20926.25,1655,21249.76,0.99,False
Personal Care,2024-12-16,18567.35,1409,20961.83,0.87,False
Personal Care,2024-12-23,21049.94,1690,20803.08,1.0,False
Personal Care,2024-12-30,18089.5,1484,19658.26,0.87,False
Personal Care,2025-01-06,19873.9,1571,19395.17,1.01,False
Personal Care,2025-01-13,20697.29,1632,19927.66,1.07,False
Personal Care,2025-01-20,17934.52,1317,19148.8,0.9,False
Personal Care,2025-01-27,18210.87,1415,19179.15,0.95,False
Personal Care,2025-02-03,17733.21,1357,18643.97,0.92,False
Personal Care,2025-02-10,17144.64,1374,17755.81,0.92,False
Personal Care,2025-02-17,20229.43,1553,18329.54,1.14,False
Personal Care,2025-02-24,20274.2,1697,18845.37,1.11,False
Personal Care,2025-03-03,18979.97,1477,19157.06,1.01,False
Personal Care,2025-03-10,18969.95,1501,19613.39,0.99,False
Personal Care,2025-03-17,20258.96,1531,19620.77,1.03,False
Personal Care,2025-03-24,19429.26,1503,19409.54,0.99,False
Personal Care,2025-03-31,19932.97,1570,19647.79,1.03,False
Personal Care,2025-04-07,20950.42,1644,20142.9,1.07,False
Personal Care,2025-04-14,20283.18,1576,20148.96,1.01,False
Personal Care,2025-04-21,18792.77,1527,19989.84,0.93,False
Personal Care,2025-04-28,18575.71,1493,19650.52,0.93,False
Personal Care,2025-05-05,19882.27,1490,19383.48,1.01,False
Personal Care,2025-05-12,19315.17,1517,19141.48,1.0,False
Personal Care,2025-05-19,20287.59,1570,19515.18,1.06,False
Personal Care,2025-05-26,18438.98,1462,19481.0,0.94,False
Personal Care,2025-06-02,19922.38,1619,19491.03,1.02,False
Personal Care,2025-06-09,18763.71,1465,19353.17,0.96,False
Personal Care,2025-06-16,21004.65,1678,19532.43,1.09,False
Personal Care,2025-06-23,18178.43,1368,19467.29,0.93,False
Personal Care,2025-06-30,20000.93,1549,19486.93,1.03,False
Personal Care,2025-07-07,17173.41,1378,19089.36,0.88,False
Personal Care,2025-07-14,20974.54,1667,19081.83,1.1,False
Personal Care,2025-07-21,20216.01,1507,19591.22,1.06,False
Personal Care,2025-07-28,22193.21,1699,20139.29,1.13,False
Personal Care,2025-08-04,18724.02,1481,20526.95,0.93,False
Personal Care,2025-08-11,19107.45,1483,20060.17,0.93,False
Personal Care,2025-08-18,20170.42,1472,20048.77,1.01,False
Personal Care,2025-08-25,24253.06,1778,20563.74,1.21,False
Personal Care,2025-09-01,20383.23,1623,20978.54,0.99,False
Personal Care,2025-09-08,17791.55,1493,20649.57,0.85,False
Personal Care,2025-09-15,20841.91,1572,20817.44,1.01,False
Personal Care,2025-09-22,19478.54,1473,19623.81,0.94,False
Personal Care,2025-09-29,21040.57,1559,19788.14,1.07,False
Personal Care,2025-10-06,20713.9,1631,20518.73,1.05,False
Personal Care,2025-10-13,21888.5,1704,20780.38,1.07,False
Personal Care,2025-10-20,19661.89,1595,20826.22,0.95,False
Personal Care,2025-10-27,24586.3,1943,21712.65,1.18,False
Personal Care,2025-11-03,21923.08,1739,22014.94,1.01,False
Personal Care,2025-11-10,21030.85,1664,21800.53,0.96,False
Personal Care,2025-11-17,19670.33,1689,21802.64,0.9,False
Personal Care,2025-11-24,24623.94,1941,21812.05,1.13,False
Personal Care,2025-12-01,23500.32,1940,22206.36,1.08,False
Personal Care,2025-12-08,22557.68,1763,22588.07,1.02,False
Personal Care,2025-12-15,21036.47,1723,22929.6,0.93,False
Personal Care,2025-12-22,21797.0,1706,22222.87,0.95,False
Personal Care,2025-12-29,8213.03,668,18401.05,0.37,True
Pet Supplies,2024-01-01,18062.2,897,18062.2,,False
Pet Supplies,2024-01-08,16172.33,810,17117.27,0.9,False
Pet Supplies,2024-01-15,17953.74,872,17396.09,1.05,False
Pet Supplies,2024-01-22,17386.1,940,17393.59,1.0,False
Pet Supplies,2024-01-29,17500.85,894,17253.25,1.01,False
Pet Supplies,2024-02-05,17905.47,907,17686.54,1.04,False
Pet Supplies,2024-02-12,18715.4,991,17876.96,1.06,False
Pet Supplies,2024-02-19,16871.15,875,17748.22,0.94,False
Pet Supplies,2024-02-26,17361.97,941,17713.5,0.98,False
Pet Supplies,2024-03-04,20425.92,1038,18343.61,1.15,False
Pet Supplies,2024-03-11,18343.73,921,18250.69,1.0,False
Pet Supplies,2024-03-18,21453.1,1160,19396.18,1.18,False
Pet Supplies,2024-03-25,19187.76,978,19852.63,0.99,False
Pet Supplies,2024-04-01,20429.94,1096,19853.63,1.03,False
Pet Supplies,2024-04-08,18818.54,981,19972.34,0.95,False
Pet Supplies,2024-04-15,19502.08,991,19484.58,0.98,False
Pet Supplies,2024-04-22,20794.25,1038,19886.2,1.07,False
Pet Supplies,2024-04-29,19151.1,975,19566.49,0.96,False
Pet Supplies,2024-05-06,18759.64,1071,19551.77,0.96,False
Pet Supplies,2024-05-13,17550.76,925,19063.94,0.9,False
Pet Supplies,2024-05-20,21590.76,970,19263.07,1.13,False
Pet Supplies,2024-05-27,19128.5,1039,19257.41,0.99,False
Pet Supplies,2024-06-03,21461.38,1062,19932.85,1.11,False
Pet Supplies,2024-06-10,18384.97,1074,20141.4,0.92,False
Pet Supplies,2024-06-17,22051.37,1137,20256.56,1.09,False
Pet Supplies,2024-06-24,18540.94,914,20109.67,0.92,False
Pet Supplies,2024-07-01,19650.86,1032,19657.04,0.98,False
Pet Supplies,2024-07-08,22800.7,977,20760.97,1.16,False
Pet Supplies,2024-07-15,18736.88,936,19932.35,0.9,False
Pet Supplies,2024-07-22,21109.95,1075,20574.6,1.06,False
Pet Supplies,2024-07-29,21332.36,989,20994.97,1.04,False
Pet Supplies,2024-08-05,22469.96,1160,20912.29,1.07,False
Pet Supplies,2024-08-12,21304.0,1089,21554.07,1.02,False
Pet Supplies,2024-08-19,19831.35,1033,21234.42,0.92,False
Pet Supplies,2024-08-26,20544.07,1071,21037.35,0.97,False
Pet Supplies,2024-09-02,20235.47,1062,20478.72,0.96,False
Pet Supplies,2024-09-09,19880.52,997,20122.85,0.97,False
Pet Supplies,2024-09-16,17740.65,937,19600.18,0.88,False
Pet Supplies,2024-09-23,18844.08,978,19175.18,0.96,False
Pet Supplies,2024-09-30,23386.06,1093,19962.83,1.22,False
Pet Supplies,2024-10-07,21150.4,1109,20280.3,1.06,False
Pet Supplies,2024-10-14,21544.38,1021,21231.23,1.06,False
Pet Supplies,2024-10-21,22368.74,1123,22112.4,1.05,False
Pet Supplies,2024-10-28,21413.13,1222,21619.16,0.97,False
Pet Supplies,2024-11-04,18270.92,1026,20899.29,0.85,False
Pet Supplies,2024-11-11,21908.73,1125,20990.38,1.05,False
Pet Supplies,2024-11-18,21254.13,1137,20711.73,1.01,False
Pet Supplies,2024-11-25,24273.2,1198,21426.75,1.17,False
Pet Supplies,2024-12-02,20145.1,1131,21895.29,0.94,False
Pet Supplies,2024-12-09,18399.96,1080,21018.1,0.84,False
Pet Supplies,2024-12-16,19435.44,1098,20563.43,0.92,False
Pet Supplies,2024-12-23,21906.48,1098,19971.75,1.07,False
Pet Supplies,2024-12-30,19746.04,1145,19871.98,0.99,False
Pet Supplies,2025-01-06,17835.14,961,19730.78,0.9,False
Pet Supplies,2025-01-13,19250.4,991,19684.52,0.98,False
Pet Supplies,2025-01-20,22254.63,1039,19771.55,1.13,False
Pet Supplies,2025-01-27,18520.13,895,19465.08,0.94,False
Pet Supplies,2025-02-03,21990.94,1160,20504.03,1.13,False
Pet Supplies,2025-02-10,18677.71,1026,20360.85,0.91,False
Pet Supplies,2025-02-17,18100.51,1006,19322.32,0.89,False
Pet Supplies,2025-02-24,18076.37,931,19211.38,0.94,False
Pet Supplies,2025-03-03,19226.4,1062,18520.25,1.0,False
Pet Supplies,2025-03-10,21567.66,1099,19242.74,1.16,False
Pet Supplies,2025-03-17,22383.52,1118,20313.49,1.16,False
Pet Supplies,2025-03-24,21835.22,1080,21253.2,1.07,False
Pet Supplies,2025-03-31,21105.92,1021,21723.08,0.99,False
Pet Supplies,2025-04-07,18707.47,1014,21008.03,0.86,False
Pet Supplies,2025-04-14,21833.8,1105,20870.6,1.04,False
Pet Supplies,2025-04-21,20765.07,1100,20603.07,0.99,False
Pet Supplies,2025-04-28,20059.66,1093,20341.5,0.97,False
Pet Supplies,2025-05-05,20552.79,1224,20802.83,1.01,False
Pet Supplies,2025-05-12,21973.23,1184,20837.69,1.06,False
Pet Supplies,2025-05-19,20225.91,1003,20702.9,0.97,False
Pet Supplies,2025-05-26,20025.93,1065,20694.47,0.97,False
Pet Supplies,2025-06-02,21474.65,1045,20924.93,1.04,False
Pet Supplies,2025-06-09,19863.09,1025,20397.4,0.95,False
Pet Supplies,2025-06-16,19925.44,1065,20322.28,0.98,False
Pet Supplies,2025-06-23,18442.53,1012,19926.43,0.91,False
Pet Supplies,2025-06-30,23409.59,1231,20410.16,1.17,False
Pet Supplies,2025-07-07,21142.64,1047,20730.05,1.04,False
Pet Supplies,2025-07-14,20130.1,1065,20781.21,0.97,False
Pet Supplies,2025-07-21,21089.25,1090,21442.89,1.01,False
Pet Supplies,2025-07-28,18318.23,1043,20170.06,0.85,False
Pet Supplies,2025-08-04,19272.4,1029,19702.5,0.96,False
Pet Supplies,2025-08-11,19631.72,1025,19577.9,1.0,False
Pet Supplies,2025-08-18,21855.84,1128,19769.55,1.12,False
Pet Supplies,2025-08-25,20034.5,946,20198.62,1.01,False
Pet Supplies,2025-09-01,21933.03,1131,20863.77,1.09,False
Pet Supplies,2025-09-08,22221.89,1057,21511.32,1.07,False
Pet Supplies,2025-09-15,22370.5,1067,21639.98,1.04,False
Pet Supplies,2025-09-22,19050.62,1000,21394.01,0.88,False
Pet Supplies,2025-09-29,21699.19,1093,21335.55,1.01,False
Pet Supplies,2025-10-06,23909.99,1212,21757.58,1.12,False
Pet Supplies,2025-10-13,27588.95,1332,23062.19,1.27,False
Pet Supplies,2025-10-20,23269.2,1057,24116.83,1.01,False
Pet Supplies,2025-10-27,22367.3,1240,24283.86,0.93,False
Pet Supplies,2025-11-03,21790.58,1156,23754.01,0.9,False
Pet Supplies,2025-11-10,21421.03,1258,22212.03,0.9,False
Pet Supplies,2025-11-17,21379.65,1043,21739.64,0.96,False
Pet Supplies,2025-11-24,24800.9,1377,22348.04,1.14,False
Pet Supplies,2025-12-01,27678.29,1441,23819.97,1.24,False
Pet Supplies,2025-12-08,20869.03,1153,23681.97,0.88,False
Pet Supplies,2025-12-15,22605.39,1116,23988.4,0.95,False
Pet Supplies,2025-12-22,22927.57,1113,23520.07,0.96,False
Pet Supplies,2025-12-29,8725.95,487,18781.98,0.37,True
Stationery & Office,2024-01-01,11559.0,2010,11559.0,,False
Stationery & Office,2024-01-08,10011.53,1639,10785.27,0.87,False
Stationery & Office,2024-01-15,9682.95,1728,10417.83,0.9,False
Stationery & Office,2024-01-22,10725.75,1826,10494.81,1.03,False
Stationery & Office,2024-01-29,10688.32,1776,10277.14,1.02,False
Stationery & Office,2024-02-05,11147.11,1761,10561.03,1.08,False
Stationery & Office,2024-02-12,9879.33,1589,10610.13,0.94,False
Stationery & Office,2024-02-19,9142.85,1427,10214.4,0.86,False
Stationery & Office,2024-02-26,10240.91,1635,10102.55,1.0,False
Stationery & Office,2024-03-04,10768.87,1641,10007.99,1.07,False
Stationery & Office,2024-03-11,11675.5,1782,10457.03,1.17,False
Stationery & Office,2024-03-18,12895.26,2097,11395.14,1.23,False
Stationery & Office,2024-03-25,11473.44,1819,11703.27,1.01,False
Stationery & Office,2024-04-01,12710.96,1969,12188.79,1.09,False
Stationery & Office,2024-04-08,11086.59,1745,12041.56,0.91,False
Stationery & Office,2024-04-15,10337.11,1844,11402.03,0.86,False
Stationery & Office,2024-04-22,10610.61,1631,11186.32,0.93,False
Stationery & Office,2024-04-29,12527.9,1794,11140.55,1.12,False
Stationery & Office,2024-05-06,11697.13,2256,11293.19,1.05,False
Stationery & Office,2024-05-13,11207.81,1805,11510.86,0.99,False
Stationery & Office,2024-05-20,11956.72,1944,11847.39,1.04,False
Stationery & Office,2024-05-27,11938.42,1800,11700.02,1.01,False
Stationery & Office,2024-06-03,12344.51,1973,11861.87,1.06,False
Stationery & Office,2024-06-10,11322.52,1733,11890.54,0.95,False
Stationery & Office,2024-06-17,12128.16,1936,11933.4,1.02,False
Stationery & Office,2024-06-24,11550.11,1838,11836.33,0.97,False
Stationery & Office,2024-07-01,11517.64,1921,11629.61,0.97,False
Stationery & Office,2024-07-08,10890.46,1782,11521.59,0.94,False
Stationery & Office,2024-07-15,12179.8,1954,11534.5,1.06,False
Stationery & Office,2024-07-22,12594.99,2135,11795.72,1.09,False
Stationery & Office,2024-07-29,13371.57,1920,12259.21,1.13,False
Stationery & Office,2024-08-05,11971.76,2019,12529.53,0.98,False
Stationery & Office,2024-08-12,13096.76,2153,12758.77,1.05,False
Stationery & Office,2024-08-19,12270.85,2068,12677.74,0.96,False
Stationery & Office,2024-08-26,14270.92,2037,12902.57,1.13,False
Stationery & Office,2024-09-02,10860.36,1747,12624.72,0.84,False
Stationery & Office,2024-09-09,13903.74,1884,12826.47,1.1,False
Stationery & Office,2024-09-16,12058.03,1855,12773.26,0.94,False
Stationery & Office,2024-09-23,11269.14,1779,12022.82,0.88,False
Stationery & Office,2024-09-30,11886.63,2140,12279.39,0.99,False
Stationery & Office,2024-10-07,13185.84,2139,12099.91,1.07,False
Stationery & Office,2024-10-14,12805.08,1950,12286.67,1.06,False
Stationery & Office,2024-10-21,12926.28,2007,12700.96,1.05,False
Stationery & Office,2024-10-28,11245.19,1865,12540.6,0.89,False
Stationery & Office,2024-11-04,13577.82,2031,12638.59,1.08,False
Stationery & Office,2024-11-11,12236.62,2188,12496.48,0.97,False
Stationery & Office,2024-11-18,13060.93,2136,12530.14,1.05,False
Stationery & Office,2024-11-25,13452.97,2179,13082.09,1.07,False
Stationery & Office,2024-12-02,12962.34,2268,12928.22,0.99,False
Stationery & Office,2024-12-09,12643.33,1879,13029.89,0.98,False
Stationery & Office,2024-12-16,11615.13,1851,12668.44,0.89,False
Stationery & Office,2024-12-23,12991.52,2020,12553.08,1.03,False
Stationery & Office,2024-12-30,12726.18,1947,12494.04,1.01,False
Stationery & Office,2025-01-06,11275.35,1845,12152.05,0.9,False
Stationery & Office,2025-01-13,10050.95,1633,11761.0,0.83,False
Stationery & Office,2025-01-20,12317.29,2027,11592.44,1.05,False
Stationery & Office,2025-01-27,11055.34,1707,11174.73,0.95,False
Stationery & Office,2025-02-03,11955.98,1841,11344.89,1.07,False
Stationery & Office,2025-02-10,11029.06,1657,11589.42,0.97,False
Stationery & Office,2025-02-17,12219.11,2063,11564.87,1.05,False
Stationery & Office,2025-02-24,11791.26,1777,11748.85,1.02,False
Stationery & Office,2025-03-03,11556.96,1760,11649.1,0.98,False
Stationery & Office,2025-03-10,11456.73,1908,11756.02,0.98,False
Stationery & Office,2025-03-17,12422.73,2000,11806.92,1.06,False
Stationery & Office,2025-03-24,12653.81,2143,12022.56,1.07,False
Stationery & Office,2025-03-31,12029.31,1903,12140.64,1.0,False
Stationery & Office,2025-04-07,13808.57,2425,12728.61,1.14,False
Stationery & Office,2025-04-14,11943.03,1936,12608.68,0.94,False
Stationery & Office,2025-04-21,11167.55,1710,12237.11,0.89,False
Stationery & Office,2025-04-28,11626.55,1917,12136.43,0.95,False
Stationery & Office,2025-05-05,13118.04,2022,11963.79,1.08,False
Stationery & Office,2025-05-12,12412.32,1897,12081.12,1.04,False
Stationery & Office,2025-05-19,11876.35,1815,12258.32,0.98,False
Stationery & Office,2025-05-26,13863.91,2209,12817.65,1.13,False
Stationery & Office,2025-06-02,13380.46,1931,12883.26,1.04,False
Stationery & Office,2025-06-09,11152.11,1784,12568.21,0.87,False
Stationery & Office,2025-06-16,12082.5,2048,12619.74,0.96,False
Stationery & Office,2025-06-23,12016.57,1873,12157.91,0.95,False
Stationery & Office,2025-06-30,13142.11,2087,12098.32,1.08,False
Stationery & Office,2025-07-07,12017.88,2142,12314.77,0.99,False
Stationery & Office,2025-07-14,12597.62,1975,12443.55,1.02,False
Stationery & Office,2025-07-21,11515.63,1887,12318.31,0.93,False
Stationery & Office,2025-07-28,13543.07,2059,12418.55,1.1,False
Stationery & Office,2025-08-04,12438.67,1930,12523.75,1.0,False
Stationery & Office,2025-08-11,11720.76,1982,12304.53,0.94,False
Stationery & Office,2025-08-18,10557.38,1818,12064.97,0.86,False
Stationery & Office,2025-08-25,14067.86,2162,12196.17,1.17,False
Stationery & Office,2025-09-01,11864.43,1826,12052.61,0.97,False
Stationery & Office,2025-09-08,12215.45,2011,12176.28,1.01,False
Stationery & Office,2025-09-15,12363.72,2098,12627.87,1.02,False
Stationery & Office,2025-09-22,12781.06,1951,12306.16,1.01,False
Stationery & Office,2025-09-29,12345.65,1986,12426.47,1.0,False
Stationery & Office,2025-10-06,16538.14,2397,13507.14,1.33,False
Stationery & Office,2025-10-13,12424.99,1946,13522.46,0.92,False
Stationery & Office,2025-10-20,14176.71,2086,13871.37,1.05,False
Stationery & Office,2025-10-27,13780.54,2054,14230.1,0.99,False
Stationery & Office,2025-11-03,15034.92,2570,13854.29,1.06,False
Stationery & Office,2025-11-10,12739.24,1991,13932.85,0.92,False
Stationery & Office,2025-11-17,13844.96,2349,13849.91,0.99,False
Stationery & Office,2025-11-24,14481.31,2556,14025.11,1.05,False
Stationery & Office,2025-12-01,15248.11,2471,14078.4,1.09,False
Stationery & Office,2025-12-08,13076.1,2227,14162.62,0.93,False
Stationery & Office,2025-12-15,14385.24,2250,14297.69,1.02,False
Stationery & Office,2025-12-22,14376.4,2368,14271.46,1.01,False
Stationery & Office,2025-12-29,6158.44,905,11999.05,0.43,True
Toys & Games,2024-01-01,14180.08,829,14180.08,,False
Toys & Games,2024-01-08,13368.46,806,13774.27,0.94,False
Toys & Games,2024-01-15,13390.59,815,13646.38,0.97,False
Toys & Games,2024-01-22,12407.9,741,13336.76,0.91,False
Toys & Games,2024-01-29,16011.71,939,13794.66,1.2,False
Toys & Games,2024-02-05,16607.53,1035,14604.43,1.2,False
Toys & Games,2024-02-12,17158.16,1036,15546.33,1.17,False
Toys & Games,2024-02-19,16292.29,979,16517.42,1.05,False
Toys & Games,2024-02-26,17314.51,1077,16843.12,1.05,False
Toys & Games,2024-03-04,19602.95,1178,17591.98,1.16,False
Toys & Games,2024-03-11,18436.38,1102,17911.53,1.05,False
Toys & Games,2024-03-18,21442.57,1256,19199.1,1.2,False
Toys & Games,2024-03-25,18859.9,1149,19585.45,0.98,False
Toys & Games,2024-04-01,18670.3,1129,19352.29,0.95,False
Toys & Games,2024-04-08,18810.4,1164,19445.79,0.97,False
Toys & Games,2024-04-15,18253.13,1107,18648.43,0.94,False
Toys & Games,2024-04-22,19977.74,1173,18927.89,1.07,False
Toys & Games,2024-04-29,18854.48,1078,18973.94,1.0,False
Toys & Games,2024-05-06,22149.11,1472,19808.62,1.17,False
Toys & Games,2024-05-13,19687.12,1187,20167.11,0.99,False
Toys & Games,2024-05-20,23050.41,1396,20935.28,1.14,False
Toys & Games,2024-05-27,23531.26,1313,22104.48,1.12,False
Toys & Games,2024-06-03,20662.5,1237,21732.82,0.93,False
Toys & Games,2024-06-10,16668.2,1093,20978.09,0.77,False
Toys & Games,2024-06-17,18704.46,1171,19891.6,0.89,False
Toys & Games,2024-06-24,17300.17,1074,18333.83,0.87,False
Toys & Games,2024-07-01,22015.55,1236,18672.1,1.2,False
Toys & Games,2024-07-08,20247.4,1159,19566.89,1.08,False
Toys & Games,2024-07-15,19491.58,1207,19763.68,1.0,False
Toys & Games,2024-07-22,21467.21,1287,20805.43,1.09,False
Toys & Games,2024-07-29,20889.11,1200,20523.83,1.0,False
Toys & Games,2024-08-05,19473.71,1242,20330.4,0.95,False
Toys & Games,2024-08-12,19004.6,1190,20208.66,0.93,False
Toys & Games,2024-08-19,20675.35,1337,20010.69,1.02,False
Toys & Games,2024-08-26,22370.71,1364,20381.09,1.12,False
Toys & Games,2024-09-02,21179.8,1253,20807.61,1.04,False
Toys & Games,2024-09-09,20408.73,1223,21158.65,0.98,False
Toys & Games,2024-09-16,20696.91,1182,21164.04,0.98,False
Toys & Games,2024-09-23,18555.27,1137,20210.18,0.88,False
Toys & Games,2024-09-30,22728.83,1313,20597.44,1.12,False
Toys & Games,2024-10-07,20526.86,1222,20626.97,1.0,False
Toys & Games,2024-10-14,22587.58,1372,21099.64,1.1,False
Toys & Games,2024-10-21,21340.34,1252,21795.9,1.01,False
Toys & Games,2024-10-28,29918.41,1831,23593.3,1.37,False
Toys & Games,2024-11-04,36448.25,2373,27573.65,1.54,False
Toys & Games,2024-11-11,36257.05,2337,30991.01,1.31,False
Toys & Games,2024-11-18,37048.56,2369,34918.07,1.2,False
Toys & Games,2024-11-25,44542.29,2788,38574.04,1.28,False
Toys & Games,2024-12-02,50118.75,3309,41991.66,1.3,False
Toys & Games,2024-12-09,53606.85,3147,46329.11,1.28,False
Toys & Games,2024-12-16,44206.14,2780,48118.51,0.95,False
Toys & Games,2024-12-23,48351.28,3104,49070.76,1.0,False
Toys & Games,2024-12-30,21843.38,1430,42001.91,0.45,False
Toys & Games,2025-01-06,17312.75,950,32928.39,0.41,False
Toys & Games,2025-01-13,13550.4,841,25264.45,0.41,False
Toys & Games,2025-01-20,15325.5,905,17008.01,0.61,False
Toys & Games,2025-01-27,14624.02,873,15203.17,0.86,False
Toys & Games,2025-02-03,20492.89,1227,15998.2,1.35,False
Toys & Games,2025-02-10,15310.6,979,16438.25,0.96,False
Toys & Games,2025-02-17,19644.25,1238,17517.94,1.2,False
Toys & Games,2025-02-24,17944.17,1067,18347.98,1.02,False
Toys & Games,2025-03-03,19054.34,1151,17988.34,1.04,False
Toys & Games,2025-03-10,19380.2,1219,19005.74,1.08,False
Toys & Games,2025-03-17,20336.14,1285,19178.71,1.07,False
